Distance (in),Time (s),X (in),Y (in),Velocity (in/s),Orientation (deg),Touch,Way X (in),Way Y (in),Way Velocity (in/s),Way Orientation (deg),Way Turn Radius (in),Touch this Point
0.0,0.0,302.0,35.0,0.0,0.0,0,302.0,35.0,0.0,0.0,3.0,0.0
1.0000000000000149,0.16666666666666916,301.0624612299419,35.347880805216356,12.0,1.3045530195613568,0,280.44,43.0,84.0,30.0,3.0,0.0
2.0000000000000298,0.2500000000000037,300.1249224598838,35.69576161043271,12.0,2.6091060391227137,0,261.38,51.07,84.0,70.0,3.0,0.0
3.0000000000000444,0.33333333333333826,299.1873836898257,36.04364241564907,12.0,3.91365905868407,0,221.0,72.0,84.0,70.0,3.0,0
4.0000000000000595,0.4097989660813755,298.2498449197676,36.39152322086542,14.155541098969948,5.218212078245427,0,205.0,80.0,24.0,70.0,15.0,0
5.000000000000075,0.47259337871980045,297.3123061497095,36.73940402608178,17.694426373712435,6.522765097806785,0,168.64,90.0,24.0,70.0,20.0,0.0
6.00000000000009,0.5239706254239663,296.3747673796514,37.087284831298135,21.233311648454922,7.827318117368142,0,150.0,87.0,84.0,70.0,15.0,0.0
7.000000000000105,0.5674436803274913,295.4372286095933,37.43516563651449,24.77219692319741,9.1318711369295,0,102.0,80.0,84.0,135.0,15.0,0.0
8.000000000000119,0.6051203279105462,294.4996898395352,37.783046441730846,28.311082197939893,10.436424156490855,0,75.0,70.0,48.0,135.0,20.0,0.0
9.000000000000133,0.638364428719124,293.5621510694771,38.1309272469472,31.849967472682376,11.74097717605221,0,60.0,60.0,24.0,135.0,3.0,0.0
10.000000000000147,0.66810915049522,292.624612299419,38.47880805216356,35.38885274742486,13.045530195613566,0,,,,,,
11.000000000000162,0.6950210416259736,291.68707352936093,38.826688857379914,38.92773802216735,14.350083215174921,0,,,,,,
12.000000000000176,0.7195927683105746,290.74953475930283,39.17456966259627,42.46662329690983,15.654636234736277,0,,,,,,
13.00000000000019,0.7421987568604076,289.81199598924474,39.522450467812625,46.005508571652314,16.959189254297634,0,,,,,,
14.000000000000204,0.7631302277398826,288.87445721918664,39.87033127302898,49.5443938463948,18.26374227385899,0,,,,,,
15.000000000000218,0.7826181489035318,287.93691844912854,40.21821207824534,53.08327912113728,19.56829529342035,0,,,,,,
16.000000000000234,0.8008487848308165,286.99937967907044,40.56609288346169,56.62216439587977,20.872848312981706,0,,,,,,
17.00000000000025,0.8179745337322051,286.06184090901235,40.91397368867805,60.161049670622255,22.177401332543063,0,,,,,,
18.000000000000263,0.8341216684106572,285.12430213895425,41.261854493894404,63.69993494536474,23.48195435210442,0,,,,,,
19.000000000000277,0.8493959849983821,284.18676336889615,41.60973529911076,67.23882022010723,24.786507371665778,0,,,,,,
20.00000000000029,0.863887003299557,283.24922459883805,41.957616104327116,70.77770549484971,26.091060391227135,0,,,,,,
21.000000000000306,0.8776711426592113,282.31168582877996,42.30549690954347,74.3165907695922,27.395613410788492,0,,,,,,
22.00000000000032,0.8908141592579514,281.37414705872186,42.65337771475983,77.85547604433468,28.70016643034985,0,,,,,,
22.996382324183074,0.9034874436736025,280.44,43.0,79.3858974629551,30.688298709668516,0,,,,,,
23.996382324183063,0.9159634450700466,279.5191394738478,43.38989215351774,80.92187555236538,32.68364952136556,0,,,,,,
24.996382324183053,0.9282048657766718,278.59827894769563,43.779784307035484,82.45785364177566,34.6790003330626,0,,,,,,
25.996382324183042,0.9402203644213305,277.67741842154345,44.16967646055323,83.99383173118594,36.67435114475965,0,,,,,,
26.99638232418303,0.9521255634360197,276.75655789539127,44.55956861407097,84.0,38.66970195645669,0,,,,,,
27.99638232418302,0.9640303253407815,275.8356973692391,44.94946076758871,84.0,40.665052768153735,0,,,,,,
28.99638232418301,0.9759350872455432,274.9148368430869,45.33935292110645,84.0,42.66040357985078,0,,,,,,
29.996382324183,0.987839849150305,273.9939763169347,45.729245074624195,84.0,44.65575439154782,0,,,,,,
30.99638232418299,0.9997446110550667,273.07311579078254,46.11913722814194,84.0,46.65110520324487,0,,,,,,
31.996382324182978,1.0116493729598286,272.15225526463036,46.50902938165968,84.0,48.64645601494191,0,,,,,,
32.99638232418297,1.0235541348645905,271.2313947384782,46.89892153517742,84.0,50.641806826638955,0,,,,,,
33.99638232418295,1.035458896769352,270.310534212326,47.288813688695164,84.0,52.63715763833599,0,,,,,,
34.99638232418294,1.0473636586741137,269.3896736861738,47.678705842212906,84.0,54.63250845003303,0,,,,,,
35.996382324182925,1.0592684205788754,268.4688131600216,48.06859799573065,84.0,56.627859261730066,0,,,,,,
36.99638232418291,1.071173182483637,267.54795263386944,48.45849014924839,84.0,58.6232100734271,0,,,,,,
37.996382324182896,1.0830779443883987,266.62709210771726,48.84838230276613,84.0,60.61856088512414,0,,,,,,
38.99638232418288,1.0949827062931603,265.7062315815651,49.238274456283875,84.0,62.61391169682118,0,,,,,,
39.99638232418287,1.106887468197922,264.7853710554129,49.62816660980162,84.0,64.60926250851821,0,,,,,,
40.99638232418285,1.1187922301026836,263.8645105292607,50.01805876331936,84.0,66.60461332021525,0,,,,,,
41.99638232418284,1.1306969920074452,262.94365000310853,50.4079509168371,84.0,68.59996413191229,0,,,,,,
42.996382324182825,1.1426017539122069,262.02278947695635,50.797843070354844,84.0,70.59531494360932,0,,,,,,
43.69441363153207,1.1509116504282693,261.38,51.07,84.0,70.58617838910189,0,,,,,,
44.69441363153209,1.1628164123330313,260.4921755966146,51.530182386400604,84.0,70.57308935654527,0,,,,,,
45.694413631532115,1.1747211742377934,259.60435119322915,51.99036477280121,84.0,70.56000032398865,0,,,,,,
46.694413631532136,1.1866259361425555,258.7165267898437,52.45054715920181,84.0,70.54691129143202,0,,,,,,
47.69441363153216,1.1985306980473176,257.8287023864583,52.910729545602415,84.0,70.5338222588754,0,,,,,,
48.69441363153218,1.2104354599520797,256.9408779830729,53.37091193200302,84.0,70.52073322631878,0,,,,,,
49.6944136315322,1.2223402218568418,256.05305357968746,53.83109431840362,84.0,70.50764419376216,0,,,,,,
50.69441363153219,1.2342449837616036,255.16522917630206,54.291276704804226,84.0,70.49455516120554,0,,,,,,
51.694413631532186,1.2461497456663655,254.27740477291667,54.75145909120483,84.0,70.48146612864892,0,,,,,,
52.69441363153218,1.2580545075711274,253.38958036953127,55.21164147760543,84.0,70.4683770960923,0,,,,,,
53.69441363153217,1.2699592694758892,252.50175596614588,55.671823864006036,84.0,70.45528806353568,0,,,,,,
54.694413631532164,1.281864031380651,251.61393156276048,56.13200625040664,84.0,70.44219903097905,0,,,,,,
55.69441363153216,1.293768793285413,250.7261071593751,56.59218863680724,84.0,70.42910999842243,0,,,,,,
56.69441363153215,1.3056735551901748,249.8382827559897,57.05237102320785,84.0,70.41602096586581,0,,,,,,
57.69441363153214,1.3175783170949367,248.9504583526043,57.51255340960845,84.0,70.40293193330919,0,,,,,,
58.694413631532136,1.3294830789996985,248.0626339492189,57.972735796009054,84.0,70.38984290075257,0,,,,,,
59.69441363153213,1.3413878409044604,247.1748095458335,58.43291818240966,84.0,70.37675386819595,0,,,,,,
60.69441363153212,1.3532926028092223,246.28698514244812,58.89310056881026,84.0,70.36366483563933,0,,,,,,
61.694413631532115,1.3651973647139841,245.39916073906272,59.353282955210865,84.0,70.3505758030827,0,,,,,,
62.69441363153211,1.377102126618746,244.51133633567733,59.81346534161147,84.0,70.33748677052608,0,,,,,,
63.6944136315321,1.3890068885235078,243.62351193229193,60.27364772801207,84.0,70.32439773796946,0,,,,,,
64.6944136315321,1.4009116504282697,242.73568752890654,60.733830114412676,84.0,70.31130870541284,0,,,,,,
